0.394966437,0.120248972,-0.125160691,0.295966965,-0.135600871,-0.295861204
-0.137238267,0.085415468,-0.034443077,0.084835247,0.080660919,0.343839346
-0.062776054,0.038162611,0.039429713,-0.013949245,0.262191831,0.034811741
0.017513729,0.225992767,-0.257573525,0.002311311,-0.234709627,0.082515666
-0.081144478,-0.434609872,-0.27060999,-0.037314072,-0.120449064,-0.051343151
0.232992479,0.002780194,-0.042810379,0.292560631,0.400816546,-0.045684042
-0.334384214,0.725603455,-0.102184768,-0.198464966,0.081486385,0.398174517
-0.055326933,0.039898762,0.293323674,0.119304124,0.309792577,0.088378824
0.270470328,-0.228101575,0.223112356,0.198956312,-0.067752103,-0.053999769
0.162645065,-0.055269847,-0.119473447,0.249750645,0.011717826,-0.208118151
0.327227296,-0.250927146,0.036289233,0.07849172,-0.184596822,0.226482458
0.000103556,-0.019898507,0.383572999,-0.189051735,0.180571253,0.309294262
-0.01017595,-0.135218712,0.023031188,-0.155877368,-0.180713569,0.043983602
-0.128400877,-0.025517747,0.142040177,0.025633046,-0.238895372,0.065326732
-0.012117504,0.202887451,0.206694993,-0.226982441,-0.043588062,-0.265000603
0.452731555,-0.106427155,0.511689354,-0.035230908,-0.331019665,-0.328888506
-0.283234667,0.189087877,-0.030094153,-0.236522505,0.210030288,-0.137547865
-0.046567778,-0.007714909,-0.028044283,-0.047862225,0.049056905,-0.035124007
-0.04771663,-0.002397994,0.31739847,0.029569531,0.037819374,-0.060515639
0.514618856,0.092719703,-0.109139014,-0.226192685,-0.238845295,-0.18058507
-0.204183301,0.294391576,0.036605139,-0.203584093,-0.045564746,0.007025233
0.195625913,0.091015523,-0.386820656,-0.066965258,0.044267515,0.026886957
0.025183313,-0.040050266,0.070646161,0.212504756,-0.166320894,-0.212773649
0.248247957,0.32256751,0.046941146,0.343728595,-0.157101168,-0.102595729
0.107498931,-0.161325878,0.225605125,-0.358083944,-0.016219654,0.060071253
0.155703495,-0.14905448,-0.081230631,-0.099830478,-0.238235176,0.228858301
0.147959273,0.165044918,-0.234872917,-0.201155278,-0.385025501,-0.091516856
0.158380396,-0.072757924,-0.230955165,-0.007072003,0.001339014,0.070568146
-0.014315836,0.080228036,-0.082152728,-0.236438541,-0.114121053,-0.063482413
0.105438328,-0.25062831,-0.043702656,-0.209160469,0.157920051,-0.042587019
0.089611625,0.174857695,0.145143825,-0.077643883,-0.269100147,-0.130323337
-0.081655792,-0.14930429,0.045791725,-0.027186594,-0.233251217,0.06021937
0.281122601,0.041808606,-0.267778592,0.198079241,-0.120686875,0.270488057
